Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2024-08-26,64254.61,64511.99,57200.0,57301.35,20681.80213,2024-09-01 23:59:59.999,1240090726.531196,2009727,9531.84431,571457540.1221025,0
2024-09-02,57300.0,59820.0,52527.66,54874.0,23594.1943,2024-09-08 23:59:59.999,1324963147.3778305,1425071,11564.9158,649390779.208405,0
2024-09-09,54874.0,60676.53,54584.01,59140.22,25124.06628,2024-09-15 23:59:59.999,1449645628.142828,2030078,11940.95432,688340712.8947349,0
2024-09-16,59134.0,64138.87,57425.0,63586.0,21902.78559,2024-09-22 23:59:59.999,1337199754.1042736,1126889,10952.86513,668124718.5408612,0
2024-09-23,63587.99,66523.17,62562.51,65612.88,16393.85626,2024-09-29 23:59:59.999,1057029075.5090864,1510722,7809.92336,503390997.10331,0
2024-09-30,65612.88,65635.74,59851.34,62821.62,21448.83431,2024-10-06 23:59:59.999,1330018502.8197167,1140990,10421.56202,646518465.657172,0
2024-10-07,62821.62,64451.58,58868.76,62850.21,20432.04627,2024-10-13 23:59:59.999,1268435695.2913485,778476,9874.11635,613221845.8609544,0
2024-10-14,62850.21,69390.0,62438.01,69024.01,24766.46774,2024-10-20 23:59:59.999,1658953296.2297325,981744,12124.08302,811330321.765289,0
2024-10-21,69024.01,69516.0,65187.76,67948.0,19875.6185,2024-10-27 23:59:59.999,1336870511.2521732,1103633,9418.09663,633376913.2326068,0
2024-10-28,67948.0,73637.46,67450.0,68748.0,23590.07995,2024-11-03 23:59:59.999,1662114723.2843056,1284800,11934.52004,840933073.6073643,0
2024-11-04,68751.45,81572.11,66787.99,80440.0,41298.37926,2024-11-10 23:59:59.999,3079457283.648741,1687963,21183.00003,1579800522.6740692,0
2024-11-11,80436.0,93483.99,80272.0,89870.32,48963.43849,2024-11-17 23:59:59.999,4315075694.210926,2302241,25242.58406,2224319304.857719,0
2024-11-18,89887.99,99692.0,89382.0,98015.98,34042.15698,2024-11-24 23:59:59.999,3246498709.734636,1886205,17442.93301,1664341935.6830428,0
2024-11-25,98026.79,99033.0,90752.06,97260.01,28943.15122,2024-12-01 23:59:59.999,2758912089.3912654,1563078,14625.48159,1394440118.6669228,0
2024-12-02,97260.01,104149.99,91500.0,101179.62,40092.37794,2024-12-08 23:59:59.999,3946110019.031738,2060214,20497.71905,2017399651.0649,0
2024-12-09,101180.53,105200.0,94100.62,104442.66,24536.1706,2024-12-15 23:59:59.999,2437615768.5645094,1463311,12420.3381,1234468952.7094157,0
2024-12-16,104449.16,108363.1,92129.0,95096.01,29467.85493,2024-12-22 23:59:59.999,2960306267.561509,1643690,14300.36022,1437876809.7807462,0
2024-12-23,95096.01,99879.98,92377.77,93564.0,20658.50791,2024-12-29 23:59:59.999,1976917125.9214797,1054156,10380.08249,993615718.5754868,0
2024-12-30,93564.0,98944.0,91310.0,98349.19,17594.8361,2025-01-05 23:59:59.999,1677630352.1339285,901650,9069.46858,864142391.7186047,0
2025-01-06,98349.19,102754.08,91150.05,94503.99,25776.29891,2025-01-12 23:59:59.999,2475127800.1151576,1248895,12737.42078,1223303189.1873708,0
2025-01-13,94503.99,106314.27,89226.0,101189.9,34885.81168,2025-01-19 23:59:59.999,3474095496.8272815,1791108,17705.4613,1764409754.9717069,0
2025-01-20,101189.89,109382.75,99422.77,102573.26,40841.7414,2025-01-26 23:59:59.999,4271649625.0391808,2254017,20913.96326,2188505038.0542674,0
2025-01-27,102571.52,106449.66,96151.14,97664.01,35169.67707,2025-02-02 23:59:59.999,3572583552.2257314,1656348,17122.84705,1740770307.1026146,0
2025-02-03,97668.01,102576.0,91134.42,96479.5,39260.20082,2025-02-09 23:59:59.999,3819273306.233957,1877213,19327.0001,1881640880.1677616,0
2025-02-10,96478.98,98861.6,94072.16,96122.02,20941.87155,2025-02-16 23:59:59.999,2027280790.4100769,1013298,10507.6509,1017313574.2324454,0
2025-02-17,96122.01,99799.0,93357.64,96267.63,19719.52108,2025-02-23 23:59:59.999,1902297882.5890956,1116401,9714.02293,937355347.435374,0
2025-02-24,96267.63,96512.14,78187.99,94275.9,73242.4793,2025-03-02 23:59:59.999,6354967492.618231,4719555,36500.3286,3169957518.0389767,0
2025-03-03,94276.79,94422.86,80000.0,80716.74,67996.10467,2025-03-09 23:59:59.999,5957192115.126545,4056988,33400.98955,2927084329.320506,0
2025-03-10,80728.0,85310.9,76573.85,82589.99,42871.31376,2025-03-16 23:59:59.999,3506622176.3143935,2625297,21403.09688,1751021267.6101952,0
2025-03-17,82578.01,87476.29,81133.53,86083.58,23373.82284,2025-03-23 23:59:59.999,1965136670.1846857,1515477,11449.22004,962555749.8454788,0
2025-03-24,86080.0,88781.22,81535.92,82371.91,24516.3416,2025-03-30 23:59:59.999,2113237052.16832,1465150,11924.95321,1028372893.7669864,0
2025-03-31,82380.0,88500.0,77088.0,78365.18,38502.5417,2025-04-06 23:59:59.999,3205611760.365109,2663419,18658.75155,1554779240.636073,0
2025-04-07,78368.0,86085.0,74440.0,83737.17,66690.35566,2025-04-13 23:59:59.999,5311248853.786887,3899328,32428.49228,2582915865.453485,0
2025-04-14,83737.17,86471.17,83104.0,85179.99,22329.26822,2025-04-20 23:59:59.999,1890943997.1904604,1528428,10625.78826,899878607.1853777,0
2025-04-21,85179.98,95830.9,85141.47,93777.59,35405.32141,2025-04-27 23:59:59.999,3255615484.134027,2568207,17639.64737,1621883913.8428807,0
2025-04-28,93777.6,97932.0,92843.52,94280.01,23176.42987,2025-05-04 23:59:59.999,2212322309.5957894,2096151,11604.88543,1108406420.310858,0
